"ERR127302","ERR127303","ERR127304","ERR127305","ERR127306","ERR127307","ERR127308","ERR127309"
"79666",202,264,184,206,172,220,216,206
"79667",0,3,4,0,5,6,0,4
"79668",0,0,0,0,0,0,0,0
"79669",723,948,907,945,637,828,698,748
"79670",473,492,437,290,674,836,752,640
"79671",1346,1271,2091,2535,2898,2917,3184,2818
"79672",851,836,1239,1309,1020,1188,1087,1028
"79673",181,206,310,249,145,197,172,192
"79674",12,12,14,4,11,16,6,10
"79675",471,584,446,298,196,276,231,266
"79676",436,410,503,508,672,675,729,694
"79677",500,615,659,436,276,435,349,360
"79679",0,0,0,0,0,0,0,0
"79680",2262,2002,3692,3879,6167,6424,6351,5731
"79682",131,143,186,131,114,120,91,94
"79683",896,783,1119,1369,1336,1333,1471,1216
"79684",105,96,138,85,62,69,65,63
"79685",638,658,582,508,592,658,644,564
"79686",64,73,70,56,25,26,21,20
"79689",1114,1300,472,470,1954,2606,2252,2229
"79690",6,8,5,12,14,16,20,10
"79691",1329,1649,1781,1428,876,1036,970,914
"79692",309,381,274,197,182,262,240,234
"79693",694,753,724,732,706,858,786,751
"79694",574,706,374,290,215,274,200,194
"79695",16,24,10,16,4,22,9,14
"79696",14,9,13,14,23,32,23,13
"79698",0,0,0,0,0,0,0,0
"79699",452,605,1321,962,786,898,790,777
"797",0,0,0,0,0,2,0,2
"79701",2098,1551,1506,1739,3265,3340,3504,2997
"79703",101,110,122,97,182,284,234,213
"79705",1739,1581,2648,2514,1894,1817,1911,1674
"79706",13,10,13,2,7,7,6,9
"79707",613,653,779,719,785,897,898,862
"79709",29025,27280,21254,23605,22732,24520,24856,21798
"79710",230,254,224,215,387,446,350,295
"79711",5605,5468,5694,5671,4868,5213,5481,4609
"79712",38,42,56,45,34,56,32,55
"79713",89,76,122,117,136,158,151,152
"79714",931,862,1345,1366,1275,1322,1240,1152
"79716",1226,969,1711,1876,2085,2060,2137,2012
"79717",229,196,156,131,320,302,306,281
"79718",2471,3017,3046,2225,1616,1956,1852,1767
"79719",1735,2220,307,265,1420,1699,1550,1564
"79720",1284,1059,1485,1486,1304,1388,1473,1301
"79722",0,0,0,0,0,2,2,2
"79723",332,430,417,302,314,404,291,369
"79724",1295,930,1523,1772,1930,1926,2051,1714
"79725",107,154,153,86,70,79,66,75
"79726",1460,1433,1715,1606,2604,2862,2830,2598
"79727",2,0,0,0,2,0,0,0
"79728",352,439,618,500,294,392,298,300
"79729",346,234,284,207,319,316,333,295
"79730",0,0,0,0,0,0,0,0
"79731",540,632,715,646,379,482,462,466
"79733",268,320,333,294,201,261,178,232
"79734",0,0,0,0,0,0,0,0
"79735",635,536,903,823,1245,1229,1296,1103
"79736",242,301,345,160,133,178,136,154
"79738",300,379,313,207,181,273,191,238
"79739",69,92,63,32,105,120,112,144
"79740",0,0,0,0,0,0,0,0
"79741",0,0,0,0,2,0,2,1
"79742",0,0,0,0,0,0,0,0
"79744",162,205,162,152,130,129,138,133
"79745",74,116,76,72,82,78,95,44
"79746",397,323,680,877,636,715,749,638
"79747",0,0,0,0,0,0,0,0
"79748",1,0,5,8,19,25,8,5
"7975",3732,2427,2943,3544,3329,3228,3528,3115
"79750",0,0,0,0,0,0,0,0
"79751",2175,1608,2756,3516,2507,2526,2642,2358
"79752",649,836,673,522,416,474,427,412
"79753",419,459,767,612,373,493,458,419
"79754",2463,2225,3576,3778,2113,2235,2362,2009
"79755",0,0,4,0,0,0,0,2
"79758",8,14,26,25,43,43,63,26
"79759",718,461,833,1088,1011,1092,1023,1062
"7976",474,578,384,286,444,548,582,588
"79760",609,595,663,689,603,682,602,602
"79762",240,238,342,334,331,266,328,304
"79763",1234,1008,1771,2094,2024,2112,2161,1826
"79767",165,159,173,236,206,239,231,203
"79768",99,131,181,78,35,51,48,45
"79770",1362,1356,1334,1238,1404,1576,1510,1308
"79772",164,187,120,70,78,118,86,82
"79774",664,542,486,415,552,524,609,499
"79776",4,2,2,6,1,6,6,6
"79777",227,182,302,251,436,397,458,378
"79778",455,272,385,443,673,693,835,654
"7978",183,214,198,154,88,126,116,111
"79780",200,270,144,97,120,144,133,123
"79781",4,2,0,0,1,1,1,0
"79782",0,0,0,0,0,0,0,0
"79783",15,23,26,30,38,18,42,36
"79784",4,4,0,2,0,4,8,2
"79785",0,0,0,0,0,0,0,0
"79786",673,541,1121,1367,1114,1244,1228,1031
"79788",0,0,0,1,0,0,0,0
"79789",46,62,38,52,28,30,40,26
"7979",1668,1972,2059,1878,1271,1605,1410,1408
"79791",993,845,1596,1850,997,937,1084,897
"79792",678,490,695,856,997,1026,1023,852
"79794",911,1102,671,675,912,972,973,915
"79796",1900,2455,1384,1202,1744,2323,2019,1828
"79797",526,466,504,573,653,611,741,573
"79798",577,434,600,783,830,826,921,794
"79799",0,0,0,0,0,0,0,0
"7980",0,0,0,0,0,0,0,0
"79800",18,24,16,13,26,39,46,24
"79801",2808,3327,4266,3295,1334,1833,1580,1493
"79802",34,46,16,12,140,125,112,145
"79803",954,818,1186,1372,902,1009,1102,938
"79804",0,0,0,0,0,0,0,0
"79805",32,36,34,38,6,14,7,6
"79807",527,604,538,390,339,445,406,436
"79809",841,1103,828,568,396,574,548,470
"79810",260,328,457,340,306,378,350,331
"79811",1976,2228,2148,1593,1975,2037,2111,2116
"79812",1635,1583,923,944,2021,2094,2242,1922
"79813",2947,2589,3712,3932,3541,3611,3773,3380
"79814",0,6,2,1,4,2,3,2
"79815",8,42,28,12,22,34,14,18
"79816",59,68,54,37,310,308,329,234
"79817",1324,1632,1726,1553,1496,1832,1549,1654
"79818",157,162,292,257,163,203,195,200
"79819",13,5,6,12,13,20,18,25
"7982",2087,2468,2220,1830,1073,1335,1255,1219
"79820",0,0,0,0,0,0,0,0
"79822",192,290,384,244,237,318,268,292
"79823",140,128,218,186,138,210,155,144
"79825",0,0,0,0,0,0,0,0
"79827",3540,4427,2235,2075,2962,3352,3279,3104
"79828",428,464,638,450,344,376,372,348
"79829",913,877,1484,1601,1078,1251,1269,1059
"79830",301,468,418,322,259,372,314,331
"79831",95,121,110,102,117,153,115,140
"79832",4919,6492,4268,3346,1924,2643,2414,2443
"79833",178,292,362,225,195,218,183,185
"79834",3147,3491,4368,3725,2842,3258,3085,2970
"79836",502,505,445,384,295,286,293,247
"79837",1514,1879,1286,1265,1113,1301,1211,1232
"79838",1277,1654,1607,1412,1164,1424,1452,1333
"79839",17,24,24,24,2,15,13,10
"7984",1352,1313,1349,1465,1070,1293,1325,1128
"79840",340,392,355,307,266,295,262,268
"79841",0,4,6,2,0,0,0,0
"79842",152,140,178,150,216,214,248,188
"79843",0,0,0,0,0,0,0,0
"79844",1810,1795,2355,2114,494,556,575,487
"79845",352,310,479,547,272,318,294,246
"79846",2,4,8,6,8,4,12,2
"79847",1490,1323,1562,1770,1737,1787,1786,1541
"79848",430,579,518,366,518,589,520,529
"79849",0,0,0,1,2,1,4,2
"79850",4256,4453,4052,4462,3549,3743,3728,3323
"79852",2,0,2,2,2,2,4,0
"79853",0,0,0,0,2,0,0,0
"79854",40,44,62,52,40,27,38,31
"79856",97,104,77,114,128,95,123,109
"79857",4,2,8,0,8,2,2,2
"79858",16,21,29,13,8,12,20,14
"79861",0,2,0,2,0,2,0,2
"79862",0,0,0,0,0,0,0,0
"79863",504,505,1001,951,617,619,661,574
"79864",0,0,0,0,0,0,0,0
"79865",0,0,0,0,0,0,0,0
"79866",277,374,520,428,211,267,290,250
"79867",1682,1891,1204,1070,1178,1414,1248,1261
"79868",433,466,470,414,509,542,540,477
"79869",5112,5371,6682,6815,3890,4346,4246,3906
"79870",4,0,0,4,2,0,0,4
"79871",253,353,296,203,148,178,205,197
"79872",1166,1396,1455,1389,958,1237,1080,985
"79873",48,44,39,51,131,169,161,132
"79874",64,82,120,88,271,257,240,229
"79875",2027,1923,1037,1354,3562,3853,3759,3575
"79876",858,1187,1113,858,741,836,720,750
"79877",1075,980,1384,1448,1625,1612,1752,1440
"79879",479,409,460,485,418,428,426,354
"7988",225,295,346,355,404,405,412,328
"79882",1059,1408,1583,1318,1231,1611,1449,1366
"79883",17,6,16,6,32,19,32,15
"79884",0,0,0,0,0,0,0,0
"79885",218,206,160,184,385,386,419,404
"79886",242,226,292,214,266,319,301,280
"79887",0,0,0,0,0,0,0,0
"79888",17143,15156,13598,13944,9674,9909,10506,9577
"79890",0,0,0,0,0,0,0,0
"79891",2,0,0,0,0,0,0,0
"79892",3117,3734,4508,4188,2067,2583,2503,2315
"79893",1858,2212,2237,1851,1377,1667,1593,1578
"79894",1541,1364,2732,3166,2278,2315,2555,2061
"79895",35,40,27,30,18,44,47,56
"79896",338,379,338,219,184,275,197,196
"79897",17,22,25,25,20,15,18,15
"79898",48,103,84,72,54,54,50,54
"79899",786,889,1086,1170,1062,1240,1119,981
"799",0,0,0,0,0,0,0,0
"79901",2345,2920,708,582,2445,2887,2640,2558
"79902",2101,2168,3457,3356,2997,3366,3315,2954
"79903",2287,2049,3124,3790,3246,3353,3455,3093
"79905",922,1150,286,287,804,1030,892,927
"79906",197,171,171,168,376,356,401,350
"79908",0,0,0,0,0,0,0,0
"7991",2,2,0,0,0,0,0,0
"79912",146,208,93,55,65,89,86,61
"79913",284,325,496,436,221,208,238,221
"79915",191,221,203,139,184,224,186,186
"79917",30,24,26,27,77,52,75,71
"79918",1394,1526,1599,1422,1158,1298,1228,1177
"79919",5,6,22,11,46,50,44,44
"79921",745,801,1193,944,889,941,901,908
"79922",279,230,451,469,331,387,367,351
"79923",0,0,0,0,0,0,0,0
"79924",907,676,816,799,678,584,626,630
"79925",0,2,0,0,0,1,0,2
"79927",74,54,56,68,129,143,151,141
"79929",74,54,40,32,14,13,24,22
"7993",79,107,78,49,226,313,288,290
"79930",138,155,334,369,139,133,102,125
"79931",0,0,0,0,0,0,0,0
"79932",4272,4795,2680,2449,5374,5612,5494,5136
"79933",0,2,0,2,0,0,0,2
"79934",588,536,787,883,1681,1667,1812,1481
"79935",14,3,10,18,25,18,20,4
"79937",0,0,0,0,0,0,0,0
"79939",3488,3499,3757,3753,3782,4322,4406,3761
"7994",1910,2241,3174,3102,1980,2370,2280,2019
"79940",45,60,63,79,65,86,71,89
"79943",374,275,445,505,438,377,463,385
"79944",547,633,678,587,406,474,425,448
"79946",8,9,13,17,17,16,17,13
"79947",607,617,790,733,596,725,757,645
"79948",8,4,4,7,9,20,22,27
"79949",0,0,0,2,0,0,2,0
"79953",0,0,0,0,0,0,0,0
"79954",426,643,636,466,378,412,425,368
"79955",77,64,99,81,190,175,204,167
"79956",9098,11416,9969,9185,9725,11985,10991,10498
"79957",430,360,464,512,344,348,374,324
"79958",51,41,50,41,62,58,55,65
"79959",486,555,550,473,282,384,331,324
"79960",1951,2094,2064,2055,1375,1567,1499,1440
"79961",2,3,2,2,6,11,11,10
"79962",319,303,263,276,473,572,584,457
"79963",46,51,48,40,18,23,28,22
"79966",0,0,2,0,0,0,0,0
"79968",321,341,661,454,572,634,608,594
"79969",370,387,473,437,372,434,388,332
"79970",208,234,276,199,144,220,201,171
"79971",16801,19352,15074,14118,15113,17527,16711,15122
"79973",0,0,2,0,0,1,0,0
"79974",0,0,0,0,2,2,4,2
"79977",0,0,0,0,0,0,0,0
"79979",323,381,480,416,597,768,677,609
"79980",332,388,596,415,464,519,446,441
"79981",0,0,0,0,0,0,0,0
"79982",385,532,203,178,232,287,247,268
"79983",18,16,6,6,4,12,0,2
"79986",6,20,8,4,8,8,8,4
"79987",6594,8048,10657,10005,13430,15170,14997,13349
"79989",227,299,260,157,95,147,109,130
"79990",2400,1668,1774,2057,3766,3641,3944,3359
"79991",150,163,142,170,187,205,147,161
"79992",2,0,0,0,0,0,0,0
"79993",2,4,0,0,0,0,0,2
"79998",6,8,5,8,4,6,3,1
"800",3098,3510,4485,3719,2159,2468,2333,2189
"8000",63,49,34,88,135,163,128,158
"80000",590,647,1809,1633,1388,1512,1460,1360
"80003",295,331,387,347,655,786,754,629
"80004",3535,2976,5200,5796,3948,4261,4208,3705
"80005",2388,2733,2913,2492,2352,2763,2635,2322
"80006",366,507,446,374,338,449,368,378
"80007",150,204,99,87,122,178,137,150
"80008",14,15,8,6,16,11,6,10
"8001",0,0,0,0,2,0,0,0
"80010",251,314,314,268,106,202,152,181
"80011",1203,1242,1531,1472,1380,1508,1557,1370
"80012",1210,1618,2275,1724,1714,2206,1926,1916
"80013",253,318,193,123,180,238,232,268
"80014",2344,2454,2870,2768,1901,2167,1932,1891
"80017",99,112,134,163,220,217,230,210
"80018",1975,2734,2300,1660,1150,1408,1321,1321
"80019",312,203,376,478,482,520,538,488
"80020",8772,8566,11212,12627,9692,10517,10087,9050
"80021",1203,1435,790,666,832,890,850,938
"80022",35,19,14,11,69,42,71,45
"80023",30,20,14,22,102,138,125,91
"80024",811,674,852,943,1288,1488,1485,1264
"80025",476,511,737,547,367,393,394,335
"80028",2006,1604,4155,4865,3568,3622,3667,3321
"80031",2685,3356,1106,940,1569,1978,1664,1547
"80032",274,363,280,260,175,215,204,149
"80034",0,0,0,0,0,0,0,0
"80035",19,40,62,19,19,31,38,19
"80036",23,11,10,7,17,11,11,0
"80039",34,20,26,26,20,8,16,14
"80045",505,361,522,689,517,509,518,468
"80054",4,6,14,2,4,14,8,10
"80055",1022,1420,670,398,592,709,558,674
"80059",0,2,0,2,2,2,2,0
"80063",75,73,56,56,42,39,44,52
"80067",221,241,321,196,178,222,197,243
"80069",0,0,0,0,0,4,6,2
"80070",0,2,2,0,0,0,0,0
"80071",0,0,0,0,0,0,0,0
"80072",0,4,0,2,3,8,5,4
"80086",19,21,25,25,21,26,31,22
"80094",2,0,1,0,0,0,0,0
"80095",56,84,87,75,50,78,78,46
"80097",662,503,864,1043,1268,1223,1400,1038
"80099",0,0,0,0,0,0,0,0
"801",6374,7272,4931,4639,6093,6768,6544,5883
"80108",0,0,0,2,0,0,0,0
"80110",353,381,135,152,118,158,109,130
"80111",0,0,0,0,0,0,0,0
"80114",276,379,274,175,650,736,850,655
"80115",32,28,23,21,82,65,69,67
"80117",0,0,0,0,0,0,0,0
"80119",435,383,622,588,499,515,540,519
"80122",0,0,0,0,0,0,0,0
"80124",1729,1942,1692,1454,1452,1848,1518,1545
"80125",0,0,0,2,2,0,0,0
"80127",19,26,15,14,4,13,17,24
"80128",19,18,42,45,96,56,83,82
"80129",0,0,1,0,0,0,0,0
"8013",1135,1190,2218,2407,887,988,1001,855
"80131",1722,1536,1444,1556,1466,1699,1631,1447
"80133",2,2,0,0,0,4,0,2
"80135",1060,1208,864,706,576,634,517,576
"80139",174,115,166,198,573,522,544,559
"80142",1725,1429,2455,3085,3864,3788,3801,3437
"80143",647,723,995,780,447,611,547,682
"80144",0,2,0,0,0,0,4,4
"80145",647,911,935,706,444,561,483,504
"80146",1824,1856,1435,1565,1558,1526,1606,1438
"80148",1147,996,1412,1722,1465,1489,1598,1366
"80149",714,546,668,832,664,632,700,592
"80150",261,232,345,383,344,379,370,371
"80152",1084,906,1386,1438,1467,1393,1513,1343
"80153",2723,2754,3498,3622,2689,2906,2883,2502
"80154",3,0,3,10,2,11,4,7
"80155",2434,3193,2982,2282,1341,1492,1416,1484
"80157",0,0,0,0,0,0,0,0
"80161",100,98,106,94,122,95,113,113
"80162",497,298,220,189,750,758,841,650
"80164",2,2,0,12,10,18,22,19
"80167",128,126,184,145,57,130,100,99
"80168",0,0,0,0,0,0,0,0
"80169",1267,1250,2130,2006,1971,2098,1981,1779
"80173",37,52,49,33,64,70,59,68
"80174",983,867,1848,1929,990,1025,994,842
"80176",457,406,487,512,574,674,692,615
"80177",0,0,0,0,0,0,0,0
"80178",703,472,519,544,442,441,515,401
"80179",5732,5516,6933,7211,5947,6319,6280,5536
"80183",0,0,0,0,0,0,0,0
"80184",137,180,69,47,124,147,118,129
"80185",314,379,400,373,231,280,232,273
"8019",1402,1195,2400,2541,1404,1497,1668,1414
"80194",148,125,208,219,341,426,426,328
"80195",670,824,535,484,547,667,720,675
"80196",757,819,1524,1358,1117,1101,1213,1081
"80198",758,610,855,931,1164,1152,1227,1010
"80199",2,0,2,1,0,2,1,0
"80201",155,138,150,169,268,282,276,170
"80204",1783,2435,2177,1696,994,1339,1149,1245
"80205",2192,2802,1750,1315,1287,1752,1504,1591
"80206",6,20,26,22,8,9,4,8
"80207",638,523,1143,1199,886,884,980,891
"80208",1020,1300,1567,1346,1663,1919,1853,1812
"80209",1548,1856,2117,2110,1623,1773,1646,1577
"8021",3746,3916,5035,4812,4100,4255,4354,3997
"80210",338,379,379,357,443,518,515,424
"80212",283,272,442,418,253,328,274,255
"80213",1640,1770,1352,1408,1123,1382,1196,1168
"80215",0,0,0,0,2,0,0,0
"80216",15,36,12,15,20,19,14,24
"80217",0,8,2,4,7,8,20,14
"80218",3537,4246,6772,5201,3227,3932,3535,3564
"80219",164,252,282,206,216,269,207,218
"8022",0,0,2,0,0,0,0,2
"80221",3660,3627,3053,3513,7460,7805,8058,6631
"80222",1911,1913,2536,2484,2721,3045,2832,2570
"80223",2156,2528,2046,1995,1729,1957,1906,1688
"80224",212,300,382,287,224,190,235,168
"80227",299,370,530,546,475,565,572,604
"80228",80,56,64,55,24,32,32,10
"80230",869,879,1144,1031,784,886,822,759
"80231",0,0,0,0,0,0,0,0
"80232",3289,3900,3174,2675,3531,4408,4043,4120
"80233",1412,1127,1777,2161,3316,3375,3369,2925
"80235",108,88,71,83,207,241,238,219
"80237",199,213,202,207,127,119,117,99
"80243",0,0,0,0,0,0,0,0
"80254",135,160,92,83,136,153,163,164
"80255",1402,1551,1201,999,1453,1696,1685,1605
"80256",669,610,408,346,1150,1167,1297,1082
"80258",2,6,2,0,0,4,0,2
"80262",1103,1091,1388,1456,919,1007,1093,881
"80263",206,222,221,215,323,298,342,295
"80264",98,112,72,74,60,54,55,66
"80267",3028,3936,1525,1268,1434,1893,1725,1658
"8027",1101,1367,1178,984,782,940,949,843
"80270",943,717,966,1271,1395,1496,1570,1331
"80271",227,228,365,296,400,463,392,429
"80273",821,1029,1653,1408,593,745,696,694
"80274",13,6,6,8,8,8,0,12
"80279",752,707,1174,1178,1167,1509,1339,1232
"8028",865,1040,1751,1542,843,1076,990,1001
"8029",12,10,5,6,6,7,2,0
"80298",290,374,371,327,247,319,273,292
"8030",3095,3517,2494,2202,2465,3186,2990,2787
"80301",359,280,798,747,543,579,576,528
"80303",1014,977,1444,1399,654,771,681,678
"80304",544,673,902,852,404,465,400,408
"80305",6734,4678,8335,10578,6899,6851,6643,5917
"80306",499,485,751,716,435,602,587,508
"80307",77,58,58,12,61,68,73,57
"80308",2292,2209,2801,2781,2516,2690,2757,2346
"80309",0,0,0,0,0,0,0,0
"8031",2796,3616,4957,4020,2750,3519,3154,3049
"80310",0,0,0,0,0,0,0,0
"80311",1175,1554,2213,1722,1081,1323,1257,1211
"80312",402,522,144,104,186,218,188,166
"80313",17,18,36,24,37,36,34,41
"80314",424,517,547,505,514,689,584,604
"80315",1022,1202,608,484,942,1210,979,1010
"80316",0,0,0,0,0,0,0,0
"80317",238,319,342,279,267,337,266,318
"80318",20,46,64,34,16,22,26,12
"80319",36,37,22,11,56,52,32,37
"80320",76,70,62,86,198,238,232,194
"80321",305,352,404,318,170,223,211,204
"80323",35,25,6,12,4,2,8,6
"80324",2094,1659,3029,3344,2201,2126,2133,1953
"80325",272,210,293,354,598,681,646,586
"80326",6,12,6,2,15,7,8,9
"80328",236,234,64,54,290,326,273,257
"80329",102,131,21,30,44,68,76,71
"80331",4642,4187,5735,6304,5527,5879,5988,5539
"80332",0,2,0,0,0,2,2,0
"80333",26,33,11,7,17,20,20,13
"80335",4123,4824,7062,6184,2710,3255,3223,2920
"80336",782,592,687,692,948,1036,1027,802
"80339",707,716,533,446,746,693,755,695
"8034",64,98,119,58,78,124,68,114
"80341",0,0,0,0,0,0,0,0
"80342",16,20,24,13,12,14,25,10
"80343",0,0,0,0,0,0,0,0
"80344",1403,1465,1868,1895,1771,2002,1896,1764
"80345",112,148,251,157,81,119,119,70
"80346",2478,2208,1864,1989,2530,2417,2512,2319
"80347",7870,7275,7409,8230,11703,12308,12433,10996
"80349",1899,2423,2894,2543,1710,2062,2090,1801
"80350",0,0,0,0,0,0,0,0
"80351",2081,2757,3356,2879,2775,3701,3189,3294
"80352",68,75,50,89,78,83,106,70
"8036",628,992,1176,790,478,656,606,668
"8038",0,0,0,0,2,0,3,0
"80380",0,2,2,0,0,0,4,0
"80381",17137,15384,11969,14336,10215,10641,10759,9383
"8045",558,469,708,836,700,747,804,608
"8048",0,0,0,0,0,0,0,0
"805",4125,5503,7016,4913,2370,3351,2675,3048
"8050",1568,1731,1034,950,1561,1835,1661,1591
"8061",253,270,252,272,208,287,206,197
"8065",365,443,377,248,330,452,384,402
"80700",1445,1100,1966,2347,3383,3443,3535,3270
"80704",18,14,46,26,12,8,16,16
"80705",10,17,14,10,22,17,17,14
"80709",482,387,656,572,409,388,357,315
"80712",0,0,0,0,0,0,0,0
"80714",87,33,90,59,73,96,80,74
"80723",152,210,74,66,156,222,182,224
"80724",239,255,304,246,1216,1144,1372,1243
"80725",105,79,86,74,319,342,341,274
"80726",41,24,36,41,69,62,67,61
"80727",14637,9943,10732,13699,22147,21752,23283,20683
"80728",1742,1314,1692,2098,2009,1892,2140,1878
"8073",3765,4702,2475,1790,2758,3138,2910,2735
"80731",0,0,0,0,0,0,0,0
"80736",0,3,2,2,14,6,5,16
"80737",428,339,347,398,1065,1119,1174,986
"80739",18,26,10,11,6,6,2,0
"8074",0,0,0,0,0,0,0,0
"80740",13,16,14,6,3,2,6,0
"80741",5,3,2,5,1,3,0,1
"80742",954,1054,1114,1080,753,934,888,809
"80745",285,326,357,267,112,182,134,131
"80746",764,870,887,883,603,696,633,546
"80755",849,811,977,909,915,842,1008,759
"80757",10,6,2,2,6,14,12,8
"80758",376,203,431,629,1208,1084,1271,997
"80759",0,0,0,0,0,0,0,0
"8076",10,8,8,4,0,0,0,0
"80760",0,0,0,0,0,0,0,0
"80761",239,175,339,443,578,570,701,548
"80762",2109,2645,2495,1711,1796,2234,2096,2042
"80763",1,5,0,0,0,0,0,0
"80764",437,318,469,634,932,875,941,834
"80765",56,50,88,120,37,48,48,52
"80772",567,393,641,713,916,988,1012,909
"80774",44,24,48,37,25,29,29,30
"80775",529,391,693,824,672,615,635,543
"80776",126,108,133,196,177,192,195,175
"80777",2385,2674,2380,2405,2964,3346,3200,2895
"80778",96,98,131,94,139,159,172,125
"8078",7370,6383,9410,10699,10389,10661,11116,9527
"80781",1526,1209,1169,1249,2054,1985,2257,1799
"80789",1521,1247,2370,2768,1754,1759,1944,1636
"8079",8580,7521,10841,12613,10921,11188,11573,9791
"80790",2469,2426,3312,3379,2055,2296,2361,1959
"808",7968,7581,13110,13916,8354,8700,8871,7513
"80816",0,0,0,0,0,0,0,0
"80817",182,269,200,160,158,175,168,169
"80818",368,477,596,483,327,464,420,378
"8082",10,2,0,0,4,0,2,4
"80820",4,1,0,0,0,0,0,2
"80821",489,625,1085,830,571,591,648,616
"80823",0,0,0,0,0,0,0,0
"80824",6152,7064,6503,5941,6190,7517,6949,6576
"80829",1566,2009,2180,1532,905,1126,970,1133
"80830",1050,1196,685,606,690,818,772,668
"80831",0,0,0,0,0,0,0,0
"80832",0,0,0,0,0,2,0,0
"80833",0,8,16,8,12,16,8,4
"80834",0,1,0,0,0,0,0,0
"80835",2,0,4,0,10,0,4,2
"8085",12528,12648,16848,15776,14635,14681,15782,12409
"80851",1730,1468,2360,2636,1944,2072,2182,1942
"80852",73,55,42,45,125,122,193,137
"80853",92,117,58,53,90,76,80,110
"80854",6527,7650,1372,1211,3247,4048,3708,3665
"80856",564,702,675,496,823,1056,869,833
"8086",1686,1723,2627,2872,3173,3231,3355,2822
"80862",36,27,48,38,45,33,43,36
"80863",221,160,222,206,213,267,284,242
"80864",1,0,3,2,0,0,0,2
"80868",0,0,0,0,0,0,0,0
"8087",2719,3356,4798,4154,2780,3317,3216,2919
"8089",250,308,298,242,154,210,209,194
"80895",641,623,997,870,589,631,553,573
"80896",0,0,0,0,0,0,2,0
"8091",0,3,0,0,0,0,0,0
"8092",0,0,0,0,0,0,0,0
"80975",6,4,15,8,7,14,4,4
"8099",1515,1641,2184,1834,1565,1788,1821,1684
"81",36423,32173,37264,42248,39402,39962,41095,35324
"810",0,0,0,0,0,0,0,0
"8100",176,196,112,82,133,176,154,171
"81027",105,103,120,88,40,59,44,49
"81029",6,4,2,9,16,23,15,18
"81030",0,0,0,0,0,0,0,0
"81031",2,2,0,0,0,0,0,0
"81033",0,0,0,0,0,0,0,0
"81034",924,1148,1305,955,498,615,587,580
"81035",0,0,0,0,0,0,0,0
"81037",23165,18842,16228,21393,30424,32868,33361,31197
"81050",0,0,0,0,0,0,0,0
"8106",192,177,178,158,181,207,217,165
"81061",0,0,0,0,0,0,0,0
"81099",0,0,0,0,0,0,0,0
"811",116800,108687,62572,69071,103164,111047,108826,99465
"8110",7,8,6,2,2,2,6,9
"8111",0,0,2,0,2,4,2,2
"81127",0,0,0,0,0,0,0,0
"8115",0,0,0,0,0,0,0,0
"81168",0,0,0,0,0,0,0,0
"8120",16,41,2,3,30,17,32,24
"8123",0,0,0,0,0,0,0,0
"8125",2247,2291,2328,1962,1499,1713,1701,1509
"8128",0,0,0,0,0,0,0,0
"81282",0,0,0,0,0,0,0,0
"81285",0,0,0,0,0,0,0,0
"813",18811,24452,9556,7581,8697,11274,9668,9586
"81300",0,0,0,0,0,0,0,0
"81309",0,0,0,0,0,0,0,0
"8131",1778,1491,3158,3653,4966,5243,5288,4710
"81318",0,0,0,0,0,0,0,0
"81327",0,0,0,0,0,0,0,0
"81328",0,0,0,0,0,0,0,0
"81341",0,0,0,0,0,0,0,0
"81343",0,0,0,0,0,0,0,0
"8139",225,291,287,222,212,246,189,194
"81392",2,0,0,0,0,0,0,2
"814",0,0,0,0,0,0,0,0
"8140",937583,750982,605950,750771,701846,739555,753547,663709
"81442",0,0,0,0,0,0,0,0
"81448",0,0,0,0,0,0,0,0
"81469",0,0,0,0,0,0,0,0
"81470",0,0,0,0,0,0,0,0
"81472",0,0,0,0,0,0,0,0
"8148",8031,7925,13182,13058,6460,7702,7635,7028
"81488",7,0,0,0,2,2,2,2
"81490",3369,2868,2018,2748,4625,4732,4819,4273
"81491",0,0,0,0,0,0,0,0
"81492",0,2,0,4,0,0,0,0
"81493",60,55,95,82,167,145,125,104
"81494",0,0,0,0,0,0,0,0
"815",6,4,4,8,2,1,0,2
"81501",0,0,0,0,0,0,0,0
"81502",9014,8592,9227,10286,9853,10061,10188,9133
"8153",38,51,78,67,136,127,127,98
"81532",428,315,692,728,487,493,540,386
"81533",2297,2924,1474,1150,1621,2100,1896,1830
"81537",2619,2984,406,372,2376,2816,2776,2478
"81539",39104,48711,33481,27091,20769,26232,23013,23132
"81542",2070,2600,1329,1123,1262,1612,1482,1406
"81543",130,143,84,106,122,106,122,92
"81544",1762,1579,978,1066,2040,2033,2167,1989
"81545",1019,1329,1390,1231,864,1096,1018,1008
"81550",413,601,458,340,254,305,281,248
"81551",0,0,0,0,0,0,0,0
"81552",2808,3147,3824,3485,2875,3275,3062,2753
"81553",0,0,0,0,0,0,0,0
"81554",1332,1179,2163,2381,1933,1975,2098,1874
"81555",1929,2387,1745,1527,1214,1654,1365,1319
"81556",1537,1851,2204,2070,1393,1595,1554,1442
"81557",0,0,0,0,0,0,0,0
"81558",2,2,5,7,8,4,10,1
"81559",1168,935,1375,1400,1596,1474,1555,1453
"81562",2549,2846,1662,1505,2354,2586,2635,2250
"81563",134,156,136,106,102,144,104,142
"81565",804,903,1666,1589,1058,1133,1145,1068
"81566",757,727,990,862,826,945,888,794
